split,snapshot,actual_high_demand,pred_high_demand,pred_error_high_demand,pred_abs_error_high_demand,edge_pred_mae_high,actual_medium_demand,pred_medium_demand,pred_error_medium_demand,pred_abs_error_medium_demand,edge_pred_mae_medium,actual_low_demand,pred_low_demand,pred_error_low_demand,pred_abs_error_low_demand,edge_pred_mae_low,feature_mean_pred_high_load,feature_max_pred_high_load,feature_mean_pred_medium_load,feature_max_pred_medium_load,feature_mean_pred_low_load,feature_max_pred_low_load,feature_mean_pred_high_medium_load,feature_max_pred_high_medium_load,feature_mean_pred_total_load,feature_max_pred_total_load,feature_mean_pred_residual_after_high,feature_max_pred_residual_after_high,feature_mean_pred_residual_after_high_medium,feature_max_pred_residual_after_high_medium,fraction_edges_pred_high_ge_1,fraction_edges_pred_high_medium_ge_1,medium_predicted_active_set_zero_escape_pred_weighted,medium_predicted_active_set_zero_escape_actual_weighted,medium_predicted_active_set_min_active_edges_pred_weighted,medium_predicted_active_set_base_escape_mass_pred_weighted,medium_predicted_active_set_candidate_escape_mass_pred_weighted,medium_predicted_active_set_escape_mass_shift_pred_weighted,medium_actual_active_set_zero_escape_pred_weighted,medium_actual_active_set_zero_escape_actual_weighted,medium_actual_active_set_min_active_edges_pred_weighted,medium_actual_active_set_base_escape_mass_pred_weighted,medium_actual_active_set_candidate_escape_mass_pred_weighted,medium_actual_active_set_escape_mass_shift_pred_weighted,medium_exact_actual_residual_active_set_zero_escape_pred_weighted,medium_exact_actual_residual_active_set_zero_escape_actual_weighted,medium_exact_actual_residual_active_set_min_active_edges_pred_weighted,medium_exact_actual_residual_active_set_base_escape_mass_pred_weighted,medium_exact_actual_residual_active_set_candidate_escape_mass_pred_weighted,medium_exact_actual_residual_active_set_escape_mass_shift_pred_weighted,medium_policy_tv_pred_weighted,medium_policy_tv_actual_weighted,medium_policy_argmax_flip_pred_weighted,medium_base_effective_paths_pred_weighted,medium_candidate_effective_paths_pred_weighted,medium_base_pmax_pred_weighted,medium_candidate_pmax_pred_weighted,medium_path_cost_range_pred_weighted,low_policy_tv_pred_weighted,low_policy_tv_actual_weighted,low_policy_argmax_flip_pred_weighted,low_base_effective_paths_pred_weighted,low_candidate_effective_paths_pred_weighted,low_base_pmax_pred_weighted,low_candidate_pmax_pred_weighted,low_path_cost_range_pred_weighted,medium_gate,medium_toll_abs_mean,medium_toll_abs_max,low_gate,low_toll_abs_mean,low_toll_abs_max,medium_base_norm,medium_candidate_norm,medium_gain,medium_headroom,low_base_norm,low_candidate_norm,low_gain
train,0,63.838218688964844,63.8382682800293,4.9591064453125e-05,4.9591064453125e-05,1.0980033948726486e-06,58.152122497558594,58.15216827392578,4.57763671875e-05,4.57763671875e-05,1.0693394187910599e-06,13.937427520751953,13.93747329711914,4.57763671875e-05,4.57763671875e-05,1.1200835388081032e-06,0.5823551416397095,3.0812056064605713,0.5801010131835938,2.818166494369507,0.13307438790798187,0.5909168124198914,1.1624560356140137,5.899372100830078,1.2955305576324463,6.490288734436035,0.5321396589279175,0.9917327165603638,0.29939043521881104,0.9809596538543701,0.1944444477558136,0.4722222089767456,0.7259002327919006,0.7259003520011902,1.3306888341903687,0.2396770715713501,0.23999641835689545,0.0003193467855453491,0.7259002327919006,0.7259003520011902,1.3306888341903687,0.2396770715713501,0.23999641835689545,0.0003193467855453491,0.6725744009017944,0.672574520111084,1.0493751764297485,0.28832244873046875,0.2883572578430176,3.4809112548828125e-05,0.08260460942983627,0.08260462433099747,0.14975088834762573,2.242818593978882,2.2713112831115723,0.744724452495575,0.7588740587234497,1.452566146850586,0.2084127962589264,0.20841281116008759,0.3801110088825226,3.096395969390869,2.8168365955352783,0.6327677965164185,0.6560434103012085,3.9803080558776855,0.9993864297866821,0.2616614103317261,1.2195885181427002,0.9999895095825195,0.6137551069259644,1.2499487400054932,0.9038050174713135,0.9068178534507751,0.00301283597946167,0.09619498252868652,1.1030668020248413,1.219422698020935,0.11635589599609375
train,1,57.246360778808594,63.8382682800293,6.591907501220703,6.591907501220703,0.06747011840343475,51.564414978027344,58.15216827392578,6.5877532958984375,6.5877532958984375,0.07703175395727158,12.617111206054688,13.93747329711914,1.3203620910644531,1.3203620910644531,0.01870221085846424,0.5823551416397095,3.0812056064605713,0.5801010131835938,2.818166494369507,0.13307438790798187,0.5909168124198914,1.1624560356140137,5.899372100830078,1.2955305576324463,6.490288734436035,0.5321396589279175,0.9917327165603638,0.29939043521881104,0.9809596538543701,0.1944444477558136,0.4722222089767456,0.7259002327919006,0.7224828600883484,1.3306888341903687,0.2396770715713501,0.23999641835689545,0.0003193467855453491,0.6168256402015686,0.6149270534515381,1.0363702774047852,0.32415997982025146,0.324175626039505,1.564621925354004e-05,0.5584071278572083,0.557553231716156,0.7467334866523743,0.3495897352695465,0.3492162823677063,-0.00037345290184020996,0.08260460942983627,0.08295905590057373,0.14975088834762573,2.242818593978882,2.2713112831115723,0.744724452495575,0.7588740587234497,1.452566146850586,0.2084127962589264,0.20301580429077148,0.3801110088825226,3.096395969390869,2.8168365955352783,0.6327677965164185,0.6560434103012085,3.9803080558776855,0.9993864297866821,0.2616614103317261,1.2195885181427002,0.9999895095825195,0.6137551069259644,1.2499487400054932,0.9037246704101562,0.9141502380371094,0.010425567626953125,0.09627532958984375,1.2729343175888062,1.3232001066207886,0.05026578903198242
train,2,59.09652328491211,60.54233169555664,1.4458084106445312,1.4458084106445312,0.036391109228134155,52.77309036254883,54.85832214355469,2.0852317810058594,2.0852317810058594,0.038673192262649536,12.263781547546387,13.277315139770508,1.013533592224121,1.013533592224121,0.012889006175100803,0.5506532788276672,2.7597455978393555,0.5436896085739136,2.4710042476654053,0.12434718012809753,0.5408225655555725,1.0943429470062256,5.2230682373046875,1.218690037727356,5.763890743255615,0.5466539859771729,0.9927167296409607,0.31166547536849976,0.9832615256309509,0.1666666716337204,0.4444444477558136,0.6998766660690308,0.6975754499435425,1.2606136798858643,0.28688183426856995,0.28742915391921997,0.0005473196506500244,0.6115397810935974,0.6153794527053833,1.1697659492492676,0.32899168133735657,0.3296757936477661,0.0006841123104095459,0.5539551973342896,0.5581543445587158,0.7840859293937683,0.3547913730144501,0.3550563454627991,0.000264972448348999,0.07967179268598557,0.07986312359571457,0.15424996614456177,2.25630784034729,2.2894134521484375,0.7472566962242126,0.7597275376319885,1.453970193862915,0.20651356875896454,0.2007286697626114,0.3381766080856323,3.108431100845337,2.8871946334838867,0.6356151103973389,0.6415071487426758,3.955540657043457,0.9986503720283508,0.2597767412662506,1.2123961448669434,0.9999628067016602,0.6075617074966431,1.249890923500061,0.9083676934242249,0.9181993007659912,0.009831607341766357,0.09163230657577515,1.2538913488388062,1.3297302722930908,0.07583892345428467
train,3,59.40140151977539,59.81945037841797,0.4180488586425781,0.4180488586425781,0.024280734360218048,52.63624954223633,53.81572341918945,1.179473876953125,1.179473876953125,0.03194184601306915,11.927382469177246,12.770570755004883,0.8431882858276367,0.8431882858276367,0.013525816611945629,0.5378350019454956,2.5358142852783203,0.5286065936088562,2.2772865295410156,0.12007847428321838,0.5411645770072937,1.0664416551589966,4.810334205627441,1.1865200996398926,5.350812911987305,0.5500531196594238,0.9925862550735474,0.3152484893798828,0.9833729267120361,0.1388888955116272,0.4305555522441864,0.6569772958755493,0.6599035263061523,1.2229516506195068,0.30632439255714417,0.3069959878921509,0.0006715953350067139,0.6987484693527222,0.7044039368629456,1.2655014991760254,0.28795185685157776,0.28864243626594543,0.0006905794143676758,0.6849588751792908,0.68961101770401,1.0792527198791504,0.29711267352104187,0.2976780831813812,0.0005654096603393555,0.08029495924711227,0.07969128340482712,0.16001926362514496,2.304713726043701,2.3305845260620117,0.7402544617652893,0.7553285956382751,1.4566264152526855,0.20691196620464325,0.21286578476428986,0.34963226318359375,3.117644786834717,2.9307076930999756,0.6370782256126404,0.6394038796424866,3.8873982429504395,0.9978693723678589,0.2585550844669342,1.2069469690322876,0.9999222755432129,0.6040307283401489,1.2498184442520142,0.9154736995697021,0.9232239723205566,0.007750272750854492,0.08452630043029785,1.2067564725875854,1.2294343709945679,0.022677898406982422
train,4,57.0054931640625,59.610450744628906,2.6049575805664062,2.6049575805664062,0.035724930465221405,51.7415771484375,53.22601318359375,1.48443603515625,1.48443603515625,0.02637336403131485,12.196742057800293,12.349000930786133,0.15225887298583984,0.15225887298583984,0.011111374944448471,0.5324804782867432,2.448758125305176,0.5165426731109619,2.177686929702759,0.11785360425710678,0.5866349935531616,1.049023151397705,4.62503719329834,1.1668769121170044,5.211672306060791,0.5516483783721924,0.9931812882423401,0.32072892785072327,0.9843430519104004,0.1388888955116272,0.4444444477558136,0.7015447020530701,0.7054304480552673,1.2665038108825684,0.2856573462486267,0.28639963269233704,0.0007422864437103271,0.6584241390228271,0.6647162437438965,1.2224963903427124,0.30420973896980286,0.3049294352531433,0.0007196962833404541,0.6000987887382507,0.609565019607544,0.8397178053855896,0.32905155420303345,0.329204261302948,0.00015270709991455078,0.08043796569108963,0.0828053429722786,0.15507912635803223,2.308790922164917,2.3328256607055664,0.7402022480964661,0.7557379007339478,1.453414797782898,0.2081422656774521,0.21196483075618744,0.3986983597278595,3.1541852951049805,2.9959347248077393,0.6322087645530701,0.6271713376045227,3.789248466491699,0.9974660873413086,0.25777608156204224,1.2041301727294922,0.9998962879180908,0.6022474765777588,1.249773383140564,0.9153621792793274,0.9216066598892212,0.006244480609893799,0.08463782072067261,1.22968590259552,1.3047497272491455,0.07506382465362549
train,5,56.39521026611328,58.3079948425293,1.9127845764160156,1.9127845764160156,0.021509554237127304,50.76859664916992,52.48381805419922,1.7152214050292969,1.7152214050292969,0.021838588640093803,11.879334449768066,12.272892951965332,0.3935585021972656,0.3935585021972656,0.010827593505382538,0.5188890099525452,2.301365375518799,0.5087866187095642,2.0654807090759277,0.11636388301849365,0.5405158996582031,1.027675747871399,4.36188268661499,1.144039511680603,4.902376174926758,0.5578390955924988,0.9938400983810425,0.32551702857017517,0.9865621328353882,0.1388888955116272,0.4305555522441864,0.6615256071090698,0.6635816097259521,1.2340669631958008,0.3029353618621826,0.3036825656890869,0.0007472038269042969,0.6165876984596252,0.6240924000740051,1.1870609521865845,0.3470368981361389,0.34798166155815125,0.0009447634220123291,0.5982344746589661,0.6056044101715088,0.9222667217254639,0.3638725280761719,0.3645437955856323,0.0006712675094604492,0.08016041666269302,0.08255735784769058,0.17920444905757904,2.295754909515381,2.3205180168151855,0.741856575012207,0.7567420601844788,1.4593406915664673,0.20877128839492798,0.1942242681980133,0.39406514167785645,3.199251174926758,3.0371501445770264,0.6236887574195862,0.621189296245575,3.8159799575805664,0.9964888095855713,0.25678306818008423,1.199668049812317,0.9998255372047424,0.5996983051300049,1.2496650218963623,0.9183843731880188,0.9282642006874084,0.009879827499389648,0.0816156268119812,1.2085604667663574,1.2290774583816528,0.02051699161529541
train,6,54.74556350708008,57.351627349853516,2.6060638427734375,2.6060638427734375,0.022441469132900238,49.131614685058594,51.6262321472168,2.494617462158203,2.494617462158203,0.027194716036319733,11.394442558288574,12.07613754272461,0.6816949844360352,0.6816949844360352,0.008764238096773624,0.5107161402702332,2.268731117248535,0.5017116665840149,2.0336556434631348,0.11298445612192154,0.5134093761444092,1.012427806854248,4.298394203186035,1.1254123449325562,4.8089399337768555,0.5639889240264893,0.9933553338050842,0.3314354121685028,0.9846760630607605,0.1388888955116272,0.4166666567325592,0.6202777028083801,0.6302110552787781,1.1987589597702026,0.3223409056663513,0.3233269453048706,0.0009860396385192871,0.5682554841041565,0.5872530937194824,0.9576901197433472,0.3823736608028412,0.38379335403442383,0.0014196932315826416,0.5172221064567566,0.5369672775268555,0.7144250869750977,0.4131580889225006,0.41346392035484314,0.0003058314323425293,0.08053050935268402,0.0834575816988945,0.18051835894584656,2.299105167388916,2.3292696475982666,0.7405425906181335,0.7549887895584106,1.4679518938064575,0.1975250542163849,0.1971622109413147,0.38420796394348145,3.1678524017333984,3.0152759552001953,0.6270554661750793,0.626990020275116,3.7652456760406494,0.9961089491844177,0.2569414973258972,1.1983283758163452,0.9997952580451965,0.5965842008590698,1.2496211528778076,0.9350436925888062,0.9486002922058105,0.013556599617004395,0.06495630741119385,1.1094236373901367,1.1170034408569336,0.007579803466796875
train,7,54.871891021728516,56.048622131347656,1.1767311096191406,1.1767311096191406,0.031965021044015884,48.733028411865234,50.378944396972656,1.6459159851074219,1.6459159851074219,0.028653906658291817,11.527116775512695,11.735313415527344,0.20819664001464844,0.20819664001464844,0.01364932581782341,0.5023109912872314,2.270115852355957,0.49288055300712585,2.0659759044647217,0.10966000705957413,0.5053173899650574,0.9951916933059692,4.333532333374023,1.1048516035079956,4.834224700927734,0.5728908777236938,0.9944181442260742,0.34059688448905945,0.988227367401123,0.1388888955116272,0.3888888955116272,0.5779271125793457,0.5968108773231506,0.9734965562820435,0.3417541980743408,0.3423563241958618,0.0006021261215209961,0.572644829750061,0.5910696983337402,0.9659556746482849,0.39275848865509033,0.3943988084793091,0.00164031982421875,0.5268502235412598,0.545806348323822,0.7253934144973755,0.4277048707008362,0.4283863306045532,0.000681459903717041,0.08056873828172684,0.0799645185470581,0.18694013357162476,2.2970194816589355,2.332439661026001,0.7402713894844055,0.7521349787712097,1.4703357219696045,0.20039601624011993,0.20431895554065704,0.3972383141517639,3.186852216720581,3.0363824367523193,0.621955394744873,0.6177875995635986,3.7656404972076416,0.9961563944816589,0.2575826942920685,1.1989580392837524,0.9998012185096741,0.592790424823761,1.2496325969696045,0.9252756237983704,0.9432620406150818,0.017986416816711426,0.07472437620162964,1.0833091735839844,1.0904791355133057,0.007169961929321289
train,8,51.82263946533203,55.46027374267578,3.63763427734375,3.63763427734375,0.034104470163583755,46.40983963012695,49.55601501464844,3.1461753845214844,3.1461753845214844,0.03293411433696747,11.126052856445312,11.63123893737793,0.5051860809326172,0.5051860809326172,0.007370663806796074,0.501071572303772,2.4586377143859863,0.4847694933414459,2.1398117542266846,0.10936815291643143,0.5491122603416443,0.9858410954475403,4.59844970703125,1.0952092409133911,5.133559226989746,0.57993483543396,0.9955451488494873,0.34988394379615784,0.9913412928581238,0.1388888955116272,0.3611111044883728,0.5868727564811707,0.5959420800209045,0.9798957705497742,0.36580178141593933,0.3672843277454376,0.001482546329498291,0.5725144147872925,0.5809985995292664,0.8773735761642456,0.39127862453460693,0.3928130567073822,0.0015344321727752686,0.5361700057983398,0.5453566908836365,0.733135461807251,0.4192398488521576,0.42000311613082886,0.0007632672786712646,0.07952065765857697,0.08046923577785492,0.2294543832540512,2.2550413608551025,2.2779650688171387,0.743903398513794,0.7559970021247864,1.464314579963684,0.2022474855184555,0.20761331915855408,0.39784106612205505,3.1114113330841064,2.9544668197631836,0.6284897327423096,0.6277870535850525,3.8233373165130615,0.9971676468849182,0.25918900966644287,1.203132152557373,0.9998774528503418,0.590446949005127,1.2497457265853882,0.9451934695243835,0.9630966782569885,0.01790320873260498,0.054806530475616455,1.0174942016601562,1.0208823680877686,0.0033881664276123047
train,9,54.42940139770508,53.6414794921875,-0.7879219055175781,0.7879219055175781,0.026191433891654015,49.05817413330078,47.982948303222656,-1.075225830078125,1.075225830078125,0.031678780913352966,11.095460891723633,11.378668785095215,0.28320789337158203,0.28320789337158203,0.012576889246702194,0.48522865772247314,2.3329999446868896,0.469409316778183,2.0468666553497314,0.10827505588531494,0.5416688323020935,0.9546379446983337,4.379866600036621,1.0629130601882935,4.907207012176514,0.5887072086334229,0.9945467114448547,0.3594001829624176,0.9893270134925842,0.1388888955116272,0.3472222089767456,0.5859302282333374,0.5915645360946655,0.981119692325592,0.3808416426181793,0.3826736509799957,0.0018320083618164062,0.591646671295166,0.5970641374588013,1.0276377201080322,0.3672087490558624,0.3672240972518921,1.5348196029663086e-05,0.5406131148338318,0.5478762984275818,0.7381255030632019,0.3939720094203949,0.39381125569343567,-0.00016075372695922852,0.07995261996984482,0.08206259459257126,0.23460331559181213,2.2778847217559814,2.297394037246704,0.7377471923828125,0.7520169019699097,1.464434266090393,0.20570148527622223,0.19647926092147827,0.3669189512729645,3.141589403152466,2.9887044429779053,0.6287716627120972,0.6251112222671509,3.7982590198516846,0.9963172674179077,0.25791850686073303,1.1993328332901,0.999813973903656,0.5861524939537048,1.2496494054794312,0.919684112071991,0.929418683052063,0.009734570980072021,0.08031588792800903,1.2578068971633911,1.3095921277999878,0.05178523063659668
